FULL NAME,TEAM,POS,FG_PCT,FG3_PCT,FT_PCT,REB,AST,STL,BLK,START_POSITION_1,START_POSITION_2,START_POSITION_3,START_POSITION_4,PTS/SEC
Bogdan Bogdanovic,Atlanta Hawks,G,0.513,0.417,0.906,3.7,3,0.88,0.28,0,0,1,0,0.008602151
Clint Capela,Atlanta Hawks,C,0.602,0,0.589,14.5,0.8,0.72,2.22,1,0,0,0,0.008552632
John Collins,Atlanta Hawks,F,0.604,0.377,0.84,7.6,1.4,0.52,1.02,0,1,0,0,0.009966777
Bruno Fernando,Atlanta Hawks,F,0.462,0,0.667,2.5,0.3,0.08,0.12,0,1,0,0,0.003431373
Danilo Gallinari,Atlanta Hawks,F,0.448,0.407,0.933,4.1,1.4,0.56,0.18,0,1,0,0,0.009305556
Brandon Goodwin,Atlanta Hawks,G,0.414,0.346,0.625,1.3,1.8,0.37,0,0,0,1,0,0.006284153
Solomon Hill,Atlanta Hawks,F,0.469,0.335,0.767,2.7,0.9,0.71,0.18,0,1,0,0,0.003802589
Kevin Huerter,Atlanta Hawks,G,0.5,0.372,0.818,3.4,3.5,1.16,0.25,0,0,1,0,0.006430868
De'Andre Hunter,Atlanta Hawks,F,0.596,0.356,0.867,5.1,2.1,0.9,0.5,0,1,0,0,0.008547009
Nathan Knight,Atlanta Hawks,F,0.44,0.208,0.805,2,0.2,0.32,0.28,0,1,0,0,0.00734127
Skylar Mays,Atlanta Hawks,G,0.439,0.345,0.857,1,0.8,0.42,0,0,0,1,0,0.007017544
Onyeka Okongwu,Atlanta Hawks,F,0.633,0,0.605,2.9,0.2,0.4,0.63,0,1,0,0,0.00623053
Cam Reddish,Atlanta Hawks,F,0.46,0.262,0.817,4,1.3,1.27,0.35,0,1,0,0,0.006459054
Rajon Rondo,Atlanta Hawks,G,0.415,0.378,0.5,2,3.5,0.7,0.07,0,0,1,0,0.004362416
Tony Snell,Atlanta Hawks,G,0.408,0.571,1,2.4,1.3,0.23,0.25,0,0,1,0,0.004365079
Lou Williams,Atlanta Hawks,G,0.395,0.458,0.875,1.4,3.3,0.5,0.1,0,0,1,0,0.007838983
Trae Young,Atlanta Hawks,G,0.472,0.357,0.871,3.9,9.5,0.83,0.19,0,0,1,0,0.012306202
Jaylen Brown,Boston Celtics,G,0.546,0.401,0.754,5.8,3.4,1.21,0.56,0,0,1,0,0.01202346
Carsen Edwards,Boston Celtics,G,0.65,0.295,0.778,0.9,0.4,0.22,0.04,0,0,1,0,0.008143939
Tacko Fall,Boston Celtics,C,0.75,0,0.308,2.7,0.1,0.07,0.86,1,0,0,0,0.006712963
Evan Fournier,Boston Celtics,G,0.333,0.478,0.75,1.8,1.8,1.25,0.75,0,0,1,0,0.006678281
Javonte Green,Boston Celtics,G,0.653,0.318,0.667,2.1,0.4,0.72,0.08,0,0,1,0,0.005072464
Luke Kornet,Boston Celtics,F,0.538,0.333,0.5,3.1,1.1,0,1.38,0,1,0,0,0.005514706
Romeo Langford,Boston Celtics,G,0.267,0.429,1,2.1,0.6,0.25,0.13,0,0,1,0,0.003156566
Aaron Nesmith,Boston Celtics,G,0.481,0.324,0.688,2.1,0.3,0.29,0.19,0,0,1,0,0.004230769
Semi Ojeleye,Boston Celtics,F,0.442,0.38,0.75,2.7,0.7,0.26,0,0,1,0,0,0.004519774
Jabari Parker,Boston Celtics,F,1,0,0.5,4,0,0,0,0,1,0,0,0.011677282
Payton Pritchard,Boston Celtics,G,0.489,0.407,0.885,2.2,1.8,0.53,0.16,0,0,1,0,0.006205674
Marcus Smart,Boston Celtics,G,0.48,0.355,0.788,3.3,5.6,1.47,0.53,0,0,1,0,0.00690184
Jayson Tatum,Boston Celtics,F,0.505,0.388,0.873,7.1,4.2,1.24,0.43,0,1,0,0,0.012172285
Jeff Teague,Boston Celtics,G,0.394,0.464,0.836,1.7,2.1,0.76,0.21,0,0,1,0,0.006353591
Daniel Theis,Boston Celtics,F,0.653,0.347,0.687,5.2,1.6,0.6,1.02,0,1,0,0,0.006462585
Tristan Thompson,Boston Celtics,C,0.54,0,0.604,8.1,1.1,0.4,0.48,1,0,0,0,0.005800294
Moritz Wagner,Boston Celtics,F,0.25,0.333,0.5,2.1,0.7,0,0.11,0,1,0,0,0.002941176
Kemba Walker,Boston Celtics,G,0.464,0.345,0.937,3.9,5.1,1.11,0.27,0,0,1,0,0.009447983
Tremont Waters,Boston Celtics,G,0.286,0.353,0.917,0.6,2.2,0.56,0,0,0,1,0,0.006018519
Robert Williams III,Boston Celtics,C,0.726,0,0.646,7,1.8,0.83,1.81,1,0,0,0,0.007231041
Grant Williams,Boston Celtics,F,0.494,0.371,0.528,2.9,1,0.55,0.35,0,1,0,0,0.003832442
LaMarcus Aldridge,Brooklyn Nets,C,0.488,0.8,1,4.8,2.6,0.6,2.2,1,0,0,0,0.008205128
Jarrett Allen,Brooklyn Nets,C,0.677,0,0.754,10.4,1.7,0.58,1.58,1,0,0,0,0.007017544
Bruce Brown,Brooklyn Nets,G,0.581,0.25,0.75,5,1.7,0.87,0.38,0,0,1,0,0.006352765
Chris Chiozza,Brooklyn Nets,G,0.391,0.31,0.765,1.1,3,0.32,0.27,0,0,1,0,0.006289308
Nicolas Claxton,Brooklyn Nets,F,0.6,0.2,0.5,5,1.1,0.76,1.2,0,1,0,0,0.005945946
Tyler Cook,Brooklyn Nets,F,0.333,0,0,0.5,0.5,0,0,0,1,0,0,0.001984127
Spencer Dinwiddie,Brooklyn Nets,G,0.444,0.286,1,4.3,3,0.67,0.33,0,0,1,0,0.005218069
Kevin Durant,Brooklyn Nets,F,0.581,0.462,0.87,6.7,5.2,0.58,1.29,0,1,0,0,0.013914373
Jeff Green,Brooklyn Nets,F,0.557,0.403,0.761,3.7,1.5,0.55,0.36,0,1,0,0,0.006390977
Blake Griffin,Brooklyn Nets,F,0.515,0.423,0.76,4.3,2.4,0.82,0.45,0,1,0,0,0.006565657
James Harden,Brooklyn Nets,G,0.548,0.361,0.867,8.7,11,1.26,0.68,0,0,1,0,0.011349419
Joe Harris,Brooklyn Nets,G,0.576,0.477,0.769,3.6,1.9,0.7,0.18,0,0,1,0,0.007763301
Kyrie Irving,Brooklyn Nets,G,0.573,0.389,0.916,4.8,6.1,1.27,0.61,0,0,1,0,0.012962963
Alize Johnson,Brooklyn Nets,F,0.69,0.25,1,4.9,0.8,0.4,0.2,0,1,0,0,0.009275362
Tyler Johnson,Brooklyn Nets,G,0.439,0.376,0.842,1.9,0.9,0.39,0,0,0,1,0,0.005325444
DeAndre Jordan,Brooklyn Nets,C,0.781,0,0.5,7.3,1.7,0.29,1.2,1,0,0,0,0.005780781
Rodions Kurucs,Brooklyn Nets,F,0,0.5,0,0.6,0.4,0,0,0,1,0,0,0.003125
Caris LeVert,Brooklyn Nets,G,0.474,0.349,0.765,4.3,6,1.08,0.5,0,0,1,0,0.011091127
Timothe Luwawu-Cabarrot,Brooklyn Nets,G,0.467,0.313,0.789,2.4,1.2,0.62,0.12,0,0,1,0,0.005729167
Norvel Pelle,Brooklyn Nets,C,0.429,0,0,2.3,0,0,1,1,0,0,0,0.003584229
Reggie Perry,Brooklyn Nets,F,0.5,0.2,0.769,3.1,0.7,0.29,0.29,0,1,0,0,0.006315789
Taurean Prince,Brooklyn Nets,F,0.459,0.351,0.889,2.8,0.6,0.67,0.67,0,1,0,0,0.007417582
Andre Roberson,Brooklyn Nets,G,0.167,0.125,0.5,3,0.8,0.6,0.2,0,0,1,0,0.001587302
Landry Shamet,Brooklyn Nets,G,0.453,0.406,0.845,1.8,1.3,0.52,0.11,0,0,1,0,0.007266983
Iman Shumpert,Brooklyn Nets,G,1,0,0,0.5,0,0.5,0,0,0,1,0,0.003030303
Noah Vonleh,Brooklyn Nets,F,0,0,0,0.3,0.3,0,0,0,1,0,0,0
LaMelo Ball,Charlotte Hornets,G,0.503,0.375,0.789,5.9,6.1,1.59,0.34,0,0,1,0,0.009265734
Bismack Biyombo,Charlotte Hornets,C,0.582,0,0.483,5.2,1.3,0.29,1.12,1,0,0,0,0.004226475
Miles Bridges,Charlotte Hornets,F,0.609,0.397,0.872,5.9,2,0.66,0.73,0,1,0,0,0.006737589
Vernon Carey Jr.,Charlotte Hornets,F,0.611,0.143,0.8,1.4,0.2,0.08,0.25,0,1,0,0,0.006349206
Nate Darling,Charlotte Hornets,G,0,0.286,1,0.2,0.2,0,0.17,0,0,1,0,0.00625
Devonte' Graham,Charlotte Hornets,G,0.377,0.374,0.823,2.7,5.2,1.02,0.09,0,0,1,0,0.007941834
Gordon Hayward,Charlotte Hornets,F,0.499,0.415,0.843,5.9,4.1,1.18,0.32,0,1,0,0,0.009607843
Caleb Martin,Charlotte Hornets,F,0.477,0.265,0.622,2.9,1.2,0.69,0.19,0,1,0,0,0.005555556
Cody Martin,Charlotte Hornets,F,0.524,0.265,0.571,2.7,1.5,0.59,0.2,0,1,0,0,0.004166667
Jalen McDaniels,Charlotte Hornets,F,0.557,0.35,0.757,2.6,0.8,0.52,0.29,0,1,0,0,0.006837607
Malik Monk,Charlotte Hornets,G,0.497,0.424,0.815,2.7,1.9,0.5,0.13,0,0,1,0,0.010061444
Nick Richards,Charlotte Hornets,C,0.571,0,0.636,0.6,0.1,0,0,1,0,0,0,0.004504505
Grant Riller,Charlotte Hornets,G,0,0.5,0,0,0.7,0,0,0,0,1,0,0.004901961
Terry Rozier,Charlotte Hornets,G,0.537,0.405,0.824,4.2,3.8,1.3,0.4,0,0,1,0,0.010147059
Brad Wanamaker,Charlotte Hornets,G,0.49,0.158,0.818,1.8,3.8,0.64,0.27,0,0,1,0,0.005964912
P.J. Washington,Charlotte Hornets,F,0.461,0.375,0.782,6.4,2.7,1,1.35,0,1,0,0,0.006666667
Cody Zeller,Charlotte Hornets,F,0.584,0.12,0.735,7.1,2,0.64,0.39,0,1,0,0,0.007087227
Al-Farouq Aminu,Chicago Bulls,F,0,0,1,3,0,0,0,0,1,0,0,0.002008032
Ryan Arcidiacono,Chicago Bulls,G,0.487,0.308,0.75,1.6,1.3,0.22,0,0,0,1,0,0.004740061
Troy Brown Jr.,Chicago Bulls,G,0.655,0.348,0.833,3.5,0.8,0.42,0.17,0,0,1,0,0.005156538
Wendell Carter Jr.,Chicago Bulls,C,0.526,0.364,0.739,7.8,2.2,0.56,0.75,1,0,0,0,0.007354926
Devon Dotson,Chicago Bulls,G,0.4,0,0,0.8,0.5,0.25,0,0,0,1,0,0.004065041
Cristiano Felicio,Chicago Bulls,F,0.75,0,0.6,1.2,0.5,0.18,0,0,1,0,0,0.004365079
Daniel Gafford,Chicago Bulls,F,0.69,0,0.659,3.3,0.5,0.35,1.1,0,1,0,0,0.006317204
Javonte Green,Chicago Bulls,G,0.2,0,0,1.5,0.5,0.5,0.5,0,0,1,0,0.001262626
Chandler Hutchison,Chicago Bulls,F,0.267,0.333,1,2.9,0.6,0.14,0,0,1,0,0,0.003479853
Luke Kornet,Chicago Bulls,F,0.75,0.261,0.5,1.2,0.3,0.15,0.54,0,1,0,0,0.00462963
Zach LaVine,Chicago Bulls,G,0.572,0.416,0.848,5.1,5.1,0.81,0.51,0,0,1,0,0.013020833
Lauri Markkanen,Chicago Bulls,F,0.588,0.387,0.842,5.5,0.9,0.44,0.33,0,1,0,0,0.008974359
Adam Mokoka,Chicago Bulls,G,0.714,0.125,0,0.4,0.4,0.22,0.11,0,0,1,0,0.004487179
Otto Porter Jr.,Chicago Bulls,F,0.477,0.4,0.838,5.5,2,0.48,0.16,0,1,0,0,0.007638889
Tomas Satoransky,Chicago Bulls,G,0.585,0.396,0.907,2.4,5,0.77,0.25,0,0,1,0,0.005532213
Garrett Temple,Chicago Bulls,G,0.527,0.336,0.816,2.9,2,0.88,0.45,0,0,1,0,0.004949875
Daniel Theis,Chicago Bulls,F,0.692,0.25,0.545,4.6,1.9,0.55,0.55,0,1,0,0,0.006944444
Denzel Valentine,Chicago Bulls,G,0.458,0.335,1,3.5,1.7,0.53,0.06,0,0,1,0,0.006723485
Nikola Vucevic,Chicago Bulls,C,0.521,0.464,0.867,10,3.6,1.08,0.92,1,0,0,0,0.011838006
Coby White,Chicago Bulls,G,0.47,0.34,0.907,4.2,4.5,0.53,0.15,0,0,1,0,0.007788671
Patrick Williams,Chicago Bulls,F,0.515,0.387,0.767,4.7,1.3,0.91,0.65,0,1,0,0,0.005438596
Thaddeus Young,Chicago Bulls,F,0.595,0.258,0.62,6.3,4.2,1.12,0.58,0,1,0,0,0.008265027
Jarrett Allen,Cleveland Cavaliers,C,0.632,0.385,0.698,9.9,1.7,0.4,1.63,1,0,0,0,0.007744108
Marques Bolden,Cleveland Cavaliers,C,0.333,0,0.625,1,0,0.33,0.33,1,0,0,0,0.004166667
Quinn Cook,Cleveland Cavaliers,G,0.379,0.462,1,1.7,1.9,0.43,0,0,0,1,0,0.00747549
Matthew Dellavedova,Cleveland Cavaliers,G,0.304,0.125,1,2,4.4,0.22,0,0,0,1,0,0.002513966
Damyean Dotson,Cleveland Cavaliers,G,0.519,0.278,0.688,2,2.1,0.4,0.11,0,0,1,0,0.005762411
Andre Drummond,Cleveland Cavaliers,C,0.484,0,0.597,13.5,2.6,1.6,1.16,1,0,0,0,0.010092272
Dante Exum,Cleveland Cavaliers,G,0.533,0.182,0.5,2.8,2.2,0.67,0.33,0,0,1,0,0.003264605
Yogi Ferrell,Cleveland Cavaliers,G,0.417,0.333,0,3.5,2.5,1.5,0.5,0,0,1,0,0.007799672
Darius Garland,Cleveland Cavaliers,G,0.467,0.403,0.849,2.4,6.1,1.15,0.11,0,0,1,0,0.008507463
Isaiah Hartenstein,Cleveland Cavaliers,C,0.62,0.4,0.63,7.4,2.6,0.6,1.4,1,0,0,0,0.007191201
Mfiondu Kabengele,Cleveland Cavaliers,F,1,0.333,0,1.7,0.3,0.67,0,0,1,0,0,0.00399061
Kevin Love,Cleveland Cavaliers,F,0.488,0.333,0.793,6.3,2,0.62,0.15,0,1,0,0,0.008641975
Thon Maker,Cleveland Cavaliers,F,0.625,0,0.909,2.3,0.5,0.25,0.5,0,1,0,0,0.006597222
JaVale McGee,Cleveland Cavaliers,C,0.549,0.25,0.655,5.2,1,0.48,1.21,1,0,0,0,0.00877193
Larry Nance Jr.,Cleveland Cavaliers,F,0.554,0.373,0.644,6.8,3.1,1.84,0.53,0,1,0,0,0.005015674
Isaac Okoro,Cleveland Cavaliers,F,0.507,0.313,0.717,2.8,1.8,1.06,0.43,0,1,0,0,0.004336468
Cedi Osman,Cleveland Cavaliers,F,0.436,0.3,0.743,3.3,2.6,0.9,0.16,0,1,0,0,0.006569848
Taurean Prince,Cleveland Cavaliers,G,0.379,0.425,0.826,3.8,2.4,0.63,0.56,0,0,1,0,0.007072829
Collin Sexton,Cleveland Cavaliers,G,0.514,0.367,0.816,2.9,4.1,1.13,0.11,0,0,1,0,0.011297852
Lamar Stevens,Cleveland Cavaliers,F,0.518,0.16,0.725,2.5,0.6,0.45,0.34,0,1,0,0,0.005598958
Brodric Thomas,Cleveland Cavaliers,G,0.381,0.2,0.813,1,0.7,0.43,0.29,0,0,1,0,0.004982818
Dean Wade,Cleveland Cavaliers,F,0.565,0.375,0.762,3.1,1.1,0.43,0.38,0,1,0,0,0.005263158
Dylan Windler,Cleveland Cavaliers,G,0.585,0.333,0.778,3.5,1.1,0.61,0.39,0,0,1,0,0.005252525
Tyler Bey,Dallas Mavericks,F,0.364,0,0.5,1.1,0.1,0,0.09,0,1,0,0,0.004285714
Jalen Brunson,Dallas Mavericks,G,0.596,0.392,0.78,3.6,3.4,0.52,0,0,0,1,0,0.008333333
Trey Burke,Dallas Mavericks,G,0.522,0.362,0.85,0.9,1.3,0.57,0.04,0,0,1,0,0.007575758
Willie Cauley-Stein,Dallas Mavericks,C,0.653,0.125,0.673,4.2,0.7,0.3,0.76,1,0,0,0,0.005321285
Luka Doncic,Dallas Mavericks,F,0.569,0.359,0.727,7.9,8.7,0.96,0.67,0,1,0,0,0.013580247
Dorian Finney-Smith,Dallas Mavericks,F,0.569,0.378,0.8,5.6,1.6,0.84,0.44,0,1,0,0,0.00482866
Josh Green,Dallas Mavericks,G,0.558,0.118,0.6,1.9,0.5,0.25,0.11,0,0,1,0,0.00379538
Tim Hardaway Jr.,Dallas Mavericks,G,0.514,0.386,0.8,3.3,1.7,0.45,0.15,0,0,1,0,0.0092723
Nate Hinton,Dallas Mavericks,G,0.5,0.167,0.667,0.4,0.3,0.29,0.07,0,0,1,0,0.007352941
Wes Iwundu,Dallas Mavericks,F,0.483,0.13,0.857,1.9,0.4,0.39,0.13,0,1,0,0,0.0028
James Johnson,Dallas Mavericks,F,0.612,0.25,0.586,3,1.7,0.83,0.79,0,1,0,0,0.00545977
Maxi Kleber,Dallas Mavericks,F,0.451,0.415,0.914,5.3,1.3,0.54,0.76,0,1,0,0,0.004285714
Boban Marjanovic,Dallas Mavericks,C,0.51,0,0.769,4.4,0.3,0.04,0.21,1,0,0,0,0.009074074
Nicolo Melli,Dallas Mavericks,F,0.462,0.316,1,2.6,0.7,0.2,0.2,0,1,0,0,0.003571429
Kristaps Porzingis,Dallas Mavericks,F,0.544,0.359,0.85,9.4,1.6,0.41,1.54,0,1,0,0,0.010881104
Dwight Powell,Dallas Mavericks,F,0.583,0.25,0.779,3.4,0.8,0.57,0.36,0,1,0,0,0.005251142
JJ Redick,Dallas Mavericks,G,0.167,0.5,0.667,1.5,0.8,0.25,0,0,0,1,0,0.007217848
Josh Richardson,Dallas Mavericks,G,0.525,0.315,0.91,3.5,2.8,0.89,0.41,0,0,1,0,0.00639413
Tyrell Terry,Dallas Mavericks,G,0.556,0,0.333,0.5,0.5,0.45,0,0,0,1,0,0.003267974
Will Barton,Denver Nuggets,G,0.465,0.374,0.782,4,3.2,0.91,0.42,0,0,1,0,0.006709265
Bol Bol,Denver Nuggets,C,0.542,0.474,0.583,0.8,0.3,0.08,0.38,1,0,0,0,0.008333333
Facundo Campazzo,Denver Nuggets,G,0.403,0.385,0.824,1.6,2.9,1,0.2,0,0,1,0,0.004473684
Vlatko Cancar,Denver Nuggets,F,0.579,0.263,0.875,1,0.3,0.3,0.07,0,1,0,0,0.00462963
Gary Clark,Denver Nuggets,F,0,0,0,0.5,0,0,0,0,1,0,0,0
PJ Dozier,Denver Nuggets,G,0.474,0.343,0.614,3.6,1.6,0.61,0.39,0,0,1,0,0.005858086
Aaron Gordon,Denver Nuggets,F,0.705,0.286,0.727,4.5,2.5,0.82,0.64,0,1,0,0,0.007046569
JaMychal Green,Denver Nuggets,F,0.541,0.408,0.837,5,0.8,0.51,0.35,0,1,0,0,0.007567568
R.J. Hampton,Denver Nuggets,G,0.476,0.278,0.75,2,0.6,0.2,0.08,0,0,1,0,0.004659498
Gary Harris,Denver Nuggets,G,0.556,0.32,0.733,2.5,1.7,0.89,0.21,0,0,1,0,0.005283224
Shaquille Harrison,Denver Nuggets,G,0.5,0,0,0,0,0,0,0,0,1,0,0.010416667
Isaiah Hartenstein,Denver Nuggets,C,0.513,0,0.611,2.8,0.5,0.37,0.67,1,0,0,0,0.006410256
Markus Howard,Denver Nuggets,G,0.429,0.156,0.5,0.4,0.4,0.07,0,0,0,1,0,0.005050505
Nikola Jokic,Denver Nuggets,C,0.599,0.422,0.855,11,8.8,1.46,0.64,1,0,0,0,0.012357955
JaVale McGee,Denver Nuggets,C,0.538,0,0.5,5,0.3,0.5,0.5,1,0,0,0,0.006666667
Paul Millsap,Denver Nuggets,F,0.555,0.372,0.714,4.8,1.6,0.84,0.66,0,1,0,0,0.006804281
Monte Morris,Denver Nuggets,G,0.532,0.377,0.789,2.2,3.2,0.7,0.3,0,0,1,0,0.006577267
Jamal Murray,Denver Nuggets,G,0.523,0.408,0.869,4,4.8,1.33,0.27,0,0,1,0,0.009953052
Zeke Nnaji,Denver Nuggets,F,0.632,0.408,0.8,1.6,0.1,0.14,0.11,0,1,0,0,0.005782313
Michael Porter Jr.,Denver Nuggets,F,0.629,0.427,0.768,7.7,1,0.63,0.93,0,1,0,0,0.009586057
Greg Whittington,Denver Nuggets,F,0,0,0,0,0,0,0,0,1,0,0,0
Saddiq Bey,Detroit Pistons,F,0.481,0.374,0.879,4.1,1.2,0.73,0.13,0,1,0,0,0.007385621
Tyler Cook,Detroit Pistons,F,0.615,0,0.529,3,0.4,0.29,0,0,1,0,0,0.005216285
Hamidou Diallo,Detroit Pistons,G,0.5,0.467,0.769,4.4,1.2,0.6,0.7,0,0,1,0,0.007932692
Sekou Doumbouya,Detroit Pistons,F,0.43,0.241,0.738,2.1,0.6,0.43,0.11,0,1,0,0,0.005012531
Wayne Ellington,Detroit Pistons,G,0.542,0.424,0.788,1.9,1.4,0.37,0.22,0,0,1,0,0.007348485
Jerami Grant,Detroit Pistons,F,0.469,0.354,0.86,4.7,2.9,0.7,1.1,0,1,0,0,0.010884354
Blake Griffin,Detroit Pistons,F,0.429,0.315,0.71,5.2,3.9,0.7,0.1,0,1,0,0,0.006549521
Killian Hayes,Detroit Pistons,G,0.368,0.25,0.833,2.2,3.9,1,0.38,0,0,1,0,0.00422427
Frank Jackson,Detroit Pistons,G,0.5,0.411,0.822,1.8,0.6,0.29,0,0,0,1,0,0.008547009
